Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag,District 15 Estimate,District 15 Flag,District 16 Estimate,District 16 Flag,District 17 Estimate,District 17 Flag,District 18 Estimate,District 18 Flag,District 19 Estimate,District 19 Flag,District 20 Estimate,District 20 Flag,District 21 Estimate,District 21 Flag,District 22 Estimate,District 22 Flag,District 23 Estimate,District 23 Flag,District 24 Estimate,District 24 Flag,District 25 Estimate,District 25 Flag,District 26 Estimate,District 26 Flag,District 27 Estimate,District 27 Flag,District 28 Estimate,District 28 Flag,District 29 Estimate,District 29 Flag,District 30 Estimate,District 30 Flag,District 31 Estimate,District 31 Flag,District 32 Estimate,District 32 Flag,District 33 Estimate,District 33 Flag,District 34 Estimate,District 34 Flag,District 35 Estimate,District 35 Flag,District 36 Estimate,District 36 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,262046,G,362119,G,361991,G,195050,G,177873,G,222756,G,464626,G,195375,G,323758,G,284812,G,275805,G,308480,G,223170,G,231199,G,185065,G,217989,G,254460,G,422211,G,238280,G,255698,G,413255,G,199423,G,173177,G,677799,G,212230,G,230020,G,248371,G,168357,G,220469,G,324373,G,228876,G,325576,G,270007,G,165791,G,288619,G,246786,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",710,G,21,J,10,J,183,G,230,H,118,J,43,J,236,G,a,D,150,H,325,H,181,G,473,G,217,J,549,H,185,J,412,H,7,G,753,G,a,D,67,J,89,H,247,G,30,J,58,H,74,G,209,H,358,J,a,D,11,G,6,J,41,J,f,D,382,G,49,H,586,H
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",10920,G,7781,G,703,H,749,G,1207,G,302,G,20897,G,6160,G,3021,H,2616,G,40267,G,9555,H,12737,G,1011,G,4234,G,200,H,3332,G,13503,G,10257,G,342,G,2013,G,4665,H,11990,G,2727,G,3673,G,916,J,10598,G,7741,G,2238,G,1095,G,821,G,2123,G,406,H,5598,G,591,G,3287,G
Business,Paid employees for pay period including March 12,Utilities,1768,H,1789,H,505,H,1412,G,896,G,546,G,5560,J,1465,J,466,H,1034,H,1723,G,626,J,2577,J,825,J,1034,G,g,D,1751,G,6778,J,1814,H,13,J,1167,G,948,H,942,H,2312,G,1552,H,588,H,2967,H,758,G,1453,J,2577,G,1345,G,353,H,780,H,865,J,378,H,1109,J
Business,Paid employees for pay period including March 12,Construction,14285,G,33409,G,13816,G,9605,G,16832,G,13011,G,28496,G,13160,G,15486,G,20484,G,22868,G,16259,G,12747,G,24453,G,7068,G,9262,G,17402,G,24880,G,14727,G,7908,G,27954,G,10662,H,26349,H,34315,G,12347,G,12340,G,21028,G,7579,G,28021,G,11692,G,14530,G,12598,G,23561,G,5279,G,20176,G,29717,G
Business,Paid employees for pay period including March 12,Manufacturing,35194,G,41004,G,16273,G,37432,G,22368,G,30454,G,12034,G,17529,G,17025,G,23719,G,19126,G,38589,G,30058,G,30987,G,12679,G,12350,G,30353,G,36831,G,15303,G,8519,H,11009,G,13710,G,9234,G,28670,G,14225,G,13423,G,23022,G,4009,G,35333,G,21629,G,14971,G,18977,H,42439,G,7357,G,22270,G,42907,G
Business,Paid employees for pay period including March 12,Wholesale trade,10156,G,27779,G,17113,G,6442,G,8970,G,14472,G,18451,G,8126,G,16215,G,15011,H,17591,G,12437,G,12500,G,7694,G,8491,G,9627,G,11874,G,45647,G,12989,G,5183,G,13595,G,7130,G,5083,G,44357,G,11039,H,11859,G,12031,G,6313,G,16948,G,15629,G,6469,G,11459,G,29967,G,5499,G,21730,G,8991,G
Business,Paid employees for pay period including March 12,Retail trade,37205,G,42374,G,47110,G,31589,G,31064,G,33724,G,51439,G,30742,G,24463,G,43982,G,37817,G,39162,G,33897,G,33014,G,35115,G,36766,G,33346,G,23962,G,36627,G,38179,G,45478,G,41025,G,29623,G,52455,G,30584,G,36466,G,37008,G,31104,G,25739,G,28529,G,37548,G,39837,G,26365,G,28136,G,38889,G,28909,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,7313,G,6519,G,3428,G,6603,G,11906,G,8357,G,7653,G,4808,G,3489,H,8616,H,12573,G,15253,G,9604,G,8119,G,9139,G,9614,G,7511,G,42838,H,9583,G,2892,G,6608,H,2415,G,9598,G,53014,H,4462,G,16246,G,7229,G,18513,G,23689,G,25546,H,4353,H,1905,G,23471,G,6877,G,15935,G,15688,G
Business,Paid employees for pay period including March 12,Information,3797,H,6088,G,17479,H,2397,G,1688,G,3224,H,11514,G,2201,H,4170,G,11073,G,3434,G,4787,H,3307,H,2094,G,3017,H,8633,G,8346,G,10269,G,4925,H,4548,G,16137,G,3684,G,1352,H,34962,G,4946,G,4596,H,2763,H,5847,H,1572,J,11540,H,5873,H,11436,H,3084,H,2975,G,7672,G,1429,G
Business,Paid employees for pay period including March 12,Finance and insurance,10763,G,15309,G,47722,H,6722,G,3817,G,9890,H,30111,G,6424,H,7244,G,12073,G,7944,G,18281,G,9490,G,7523,H,6257,H,6249,G,10812,H,16479,G,10933,G,37956,H,21218,G,4980,H,6456,G,58104,G,9125,G,20599,H,7087,G,5923,H,4966,H,19442,G,10915,H,21850,H,4963,G,5014,H,9049,H,4755,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,4019,G,6866,G,7144,G,1945,G,3284,G,3456,G,13400,G,3684,G,4919,G,5626,G,5925,G,3909,G,3057,G,4612,G,2672,G,3857,H,4207,G,6898,G,3629,G,4178,G,9685,G,2953,G,2635,G,16725,G,4680,G,3570,G,5631,G,2921,G,3626,G,8735,G,4053,G,11116,G,4933,G,2852,G,5359,G,3420,H
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",11412,G,21145,G,35571,G,5900,G,7219,G,7800,G,56037,G,15615,H,27539,G,22941,G,10554,G,15961,G,6985,G,11263,G,5889,G,10389,G,12667,G,38233,G,7498,G,17558,G,42452,G,11379,G,4365,G,71698,G,17460,G,10621,G,10912,G,4093,G,10417,G,32010,G,18924,H,33236,G,10565,G,4795,G,15216,G,18481,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,5075,G,19711,G,22040,G,1545,G,810,G,6661,H,41282,H,10086,H,14701,G,8311,H,2857,G,9655,G,1528,G,4181,G,1310,G,2695,H,2366,G,36187,G,2575,G,7090,G,11925,H,3171,G,1202,J,45976,H,2345,G,6343,G,1952,G,678,G,1868,G,11722,G,2270,G,11294,G,3822,H,517,G,8335,G,2284,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,12168,G,26086,G,24800,G,9282,G,9460,G,17669,G,38717,G,10427,G,28024,G,21171,G,10114,G,16373,G,6960,G,10611,G,11268,G,22332,G,17634,G,32118,G,9593,G,26117,G,39795,H,9042,G,8634,H,87624,G,11618,G,17549,G,13624,G,7661,G,22221,G,17270,G,10705,G,28125,G,28656,G,9005,H,17283,G,13180,G
Business,Paid employees for pay period including March 12,Educational services,4192,G,14656,G,3867,G,1685,H,1434,G,3143,G,7399,G,2219,H,15491,H,6020,G,2365,G,5887,H,1134,G,1927,G,3215,G,2610,G,10465,H,3624,G,5964,G,6257,H,14316,G,3476,G,1353,G,9890,G,5260,G,3493,H,2066,G,1555,G,1311,G,7167,H,4760,H,10603,H,3678,G,3041,H,4353,G,2509,H
Business,Paid employees for pay period including March 12,Health care and social assistance,50694,G,27299,G,44623,G,38576,G,26450,G,29308,G,48575,G,22665,G,104298,G,31262,G,34372,G,44788,G,36793,G,36052,G,44905,G,42696,G,36763,G,30742,H,45562,G,42277,G,62440,G,34363,G,21490,G,46293,G,35087,G,26930,G,44267,G,36795,G,12787,G,60406,G,45462,H,53945,G,27969,G,50390,G,36345,G,26236,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",2298,G,5936,G,5460,G,1638,G,2157,G,3527,G,5574,G,4165,H,5331,H,3824,G,2812,G,5683,H,1971,G,3464,G,1480,G,1775,H,3086,G,5649,G,2296,G,6175,H,7865,G,4925,G,2401,G,5115,G,3477,G,3964,G,2804,G,1842,G,857,G,5244,G,4535,G,4680,G,4646,H,1320,G,4343,G,1394,G
Business,Paid employees for pay period including March 12,Accommodation and food services,26442,G,39931,G,39702,G,22233,G,19407,G,27402,G,47529,G,24852,G,22521,G,33714,G,29245,G,34501,G,25594,G,30392,G,21046,G,30004,G,30569,G,34061,G,30052,G,32495,G,58451,G,30954,G,24128,G,59890,G,26851,G,29808,G,32132,G,19271,G,19594,G,30966,G,29561,G,36510,G,20877,G,20205,G,47296,G,22636,G
Business,Paid employees for pay period including March 12,Other services (except public administration),13567,G,18349,G,14593,G,9069,G,8650,G,9669,G,19831,G,10771,G,9323,G,13096,G,13838,G,16514,G,11726,G,12715,G,5666,G,7510,G,11533,G,13470,G,13138,G,7978,G,20997,G,9809,G,6057,G,23595,G,13349,G,10600,G,11003,G,5380,G,7808,G,13132,G,11754,G,15411,G,9141,G,5674,G,13269,G,19223,G
Business,Paid employees for pay period including March 12,Industries not classified,68,G,67,G,32,J,43,J,24,J,23,J,84,J,40,G,29,G,89,H,55,J,79,G,32,J,45,G,31,G,32,G,31,J,35,H,62,J,22,H,83,J,43,H,38,J,47,J,92,J,35,J,38,J,16,G,20,G,31,G,21,J,77,J,38,H,10,J,81,J,45,J
Business,"Annual payroll ($1,000)",Total for all sectors,10399574,G,20658019,G,22311160,G,7117581,G,6484576,G,8793248,G,35233715,G,11121645,G,19036922,G,13825681,G,13065414,G,15966858,G,8882856,G,11431631,G,5758132,G,6965524,G,10497398,G,33794455,G,8784855,G,10973026,G,20748173,G,8581046,G,6637115,G,43149847,G,10614437,G,10125446,G,10606295,G,5633560,G,10594722,G,20975713,G,10188995,G,18270767,G,12306837,G,4858207,G,11784014,G,13412665,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",25569,G,693,G,216,J,6825,G,5859,H,3577,J,1930,J,9329,H,D,D,4697,H,11955,G,5447,H,22970,G,5272,G,7430,H,1448,J,22183,H,199,H,36805,G,D,D,1747,G,2619,H,7786,H,1320,H,1481,G,2696,G,7886,G,16174,J,D,D,388,H,148,G,1361,H,D,D,8762,G,1156,H,25832,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",733383,G,1186832,H,68410,G,47890,H,66882,G,19168,G,2988886,G,728673,G,333469,H,176438,G,3165579,G,910477,H,776232,G,83732,G,262243,H,13699,H,207583,G,2106856,G,630741,G,22812,H,195721,G,452615,H,762270,G,235128,G,251678,G,49468,H,703508,G,491007,G,247923,H,124677,G,39707,G,348721,G,31595,H,368475,G,37466,G,188775,G
Business,"Annual payroll ($1,000)",Utilities,138561,H,192566,G,42996,H,107836,G,60766,G,60091,G,584756,J,159187,J,50650,H,71457,H,143194,G,55195,J,186425,H,73807,H,61219,G,D,D,144604,G,992720,H,143485,G,756,G,91139,G,92429,H,62365,G,259871,G,150803,H,43912,H,326651,H,44421,G,138782,J,285585,H,122445,H,30360,G,80874,H,61445,H,25537,G,106771,J
Business,"Annual payroll ($1,000)",Construction,636743,G,2090488,G,909366,G,440326,G,827104,G,657382,G,2587442,H,686185,G,999948,G,1201874,G,1237252,G,829829,G,605528,G,1515069,G,275865,G,376157,G,861202,G,1486684,G,763779,G,381726,G,1547874,G,708687,H,1488149,H,2114236,G,633517,G,719243,G,1172007,G,317866,G,1670270,G,720848,G,754556,G,796157,G,1197526,G,205071,G,1045729,G,1788848,G
Business,"Annual payroll ($1,000)",Manufacturing,1639634,G,2434601,G,1333729,G,2004411,G,1023397,G,1535114,G,790341,G,873217,G,962697,G,1414834,G,923373,G,2802789,H,1639549,G,3240332,G,598178,G,481931,G,1536108,G,2097951,G,665120,G,429867,G,696001,G,789552,G,496942,H,1762804,G,761528,G,702871,G,1640402,G,159813,H,2043395,G,1145419,G,757873,G,1851359,J,2440486,G,308694,G,1048257,G,3793894,G
Business,"Annual payroll ($1,000)",Wholesale trade,529265,G,1923499,G,1740073,G,305667,G,473220,G,830145,G,1806901,G,519200,G,1148872,G,1042064,H,1091810,G,821657,G,651971,G,507534,G,356777,G,405488,G,688022,G,3736725,G,657014,G,342588,H,1109647,G,495391,G,255279,G,3414234,G,1036673,H,843411,G,664831,G,290380,G,1029956,G,945911,G,411062,G,869978,G,2135274,G,225024,G,1284591,G,563148,G
Business,"Annual payroll ($1,000)",Retail trade,1000402,G,1169509,G,1331749,G,840392,G,809850,G,871650,G,1516812,G,830563,G,810767,G,1250516,G,1124638,G,1165852,G,846306,G,890793,G,799266,G,839915,G,839468,G,784674,G,958210,G,1102766,G,1252381,G,1065866,G,700429,G,1615048,G,844634,G,966024,G,979089,G,736098,G,668729,G,910610,G,998172,G,1196116,G,721983,G,671987,G,1042559,G,765925,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,346935,G,332775,G,217618,H,280762,G,504586,G,339937,G,779043,G,270023,G,138025,H,368861,H,757003,G,675044,G,490318,G,433576,G,380917,G,403909,G,297883,G,3055096,H,451025,G,131982,G,348306,H,128869,G,465854,G,3696479,H,192477,G,727878,G,415700,G,738338,G,1439544,G,1711825,H,184266,H,96595,G,1082974,G,277820,G,710054,G,974855,G
Business,"Annual payroll ($1,000)",Information,180940,H,404084,G,1791724,H,97469,G,77338,H,138955,H,1217671,G,144579,G,272325,G,1073037,G,166002,G,271211,H,144209,G,109486,G,127533,H,347899,G,480410,H,1050179,G,200955,H,218869,G,1335028,G,180192,H,62056,H,3311212,G,480804,G,376741,H,133349,G,509810,J,94511,J,1174523,H,404770,H,1055672,H,208446,H,107075,G,470778,H,78534,G
Business,"Annual payroll ($1,000)",Finance and insurance,563788,G,1300689,H,3450857,G,311024,G,188856,G,549275,G,3398076,G,497574,G,497509,G,780699,G,423279,G,1718983,G,479907,G,434462,H,278825,H,285375,G,705449,H,2743253,G,606457,G,2675514,H,1720692,H,342126,G,295493,G,4849953,G,933308,G,1507177,G,349861,G,233307,H,214226,G,2814467,G,694443,H,2012501,G,253936,G,195247,H,579829,H,242712,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,175105,G,380211,G,403387,G,67763,G,127089,G,158793,G,859890,G,192334,G,231991,G,258036,G,314584,G,195553,G,120222,G,209738,G,87613,G,143174,G,179190,G,574293,G,138387,G,207966,G,578760,G,143372,G,110824,G,1042352,G,259868,G,185066,H,276447,G,213633,H,163196,G,728094,G,181462,G,680901,G,236670,G,97630,G,229491,G,185455,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",687613,G,1630690,G,3695114,G,275221,G,429639,H,411271,G,5583504,G,1914729,H,2451311,G,2048096,G,534787,G,1071515,G,367336,G,747426,G,205643,G,466917,G,961593,G,4028123,G,358622,G,1229749,G,3435507,G,882540,G,193396,G,5755549,G,1386639,G,677043,G,686687,G,168559,G,898815,H,3419025,G,1708682,H,2599892,G,541650,H,175863,G,1003375,G,1450311,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,323179,G,3305861,H,2650581,G,103266,G,66470,G,621224,G,6793153,H,1949761,J,1409456,G,740577,H,317029,G,1119714,G,104400,G,274928,G,105758,H,163735,H,154342,G,6827537,G,167953,G,789480,H,1553807,H,398172,G,138990,J,6139622,H,219742,G,520308,G,124315,H,31311,H,218559,G,1583490,G,203663,G,1149774,G,311089,H,33232,G,638009,H,183712,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,338812,G,905587,G,1127713,G,241719,G,272062,G,527635,G,2193570,G,434445,G,962561,G,800857,G,412761,G,618688,G,223704,G,417428,G,279270,G,632123,G,592053,G,1314731,G,257797,G,799941,G,1286911,G,414701,G,298518,H,3804189,G,527344,H,666774,G,464599,G,212563,G,685051,G,661595,G,390113,G,988640,G,814419,G,253539,H,549737,G,611138,G
Business,"Annual payroll ($1,000)",Educational services,103786,G,599858,G,114790,G,37812,H,37664,G,85158,G,295968,G,66616,G,1162043,H,170325,G,67677,G,277624,H,30481,G,47833,G,97017,H,67090,G,363070,H,135590,G,142105,G,189599,H,489203,G,80442,G,34886,H,402218,G,182222,G,90715,H,52943,G,49501,H,41891,G,273448,G,127064,H,455655,H,126254,G,98653,H,140705,G,92722,J
Business,"Annual payroll ($1,000)",Health care and social assistance,2181495,G,1252918,G,2224651,G,1373394,G,899284,G,1236577,G,2061518,G,1045912,H,6578323,G,1318600,G,1409985,G,2255459,G,1482214,G,1401435,G,1379206,G,1603139,G,1619649,G,1360155,H,1805478,H,1631488,G,3051930,H,1532753,G,666929,G,2306900,G,1755646,H,1192634,G,1736077,G,976399,G,400379,G,3105275,G,2361261,H,2785639,G,1091007,G,1329100,G,1467169,G,967112,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",47981,G,131581,G,104302,G,30307,G,45787,G,64616,H,135996,G,89222,H,289624,J,86793,G,70063,G,129221,G,36608,G,65368,G,23925,G,29623,G,60563,H,374237,H,39665,G,97438,H,190326,G,84887,G,52255,H,305117,H,102018,H,96919,G,53519,G,28067,G,17808,G,251982,H,84297,G,125667,G,322969,J,21795,G,220760,H,30487,G
Business,"Annual payroll ($1,000)",Accommodation and food services,385143,G,762617,G,730252,G,330691,G,299178,G,434684,G,992305,G,429110,G,383219,G,599203,G,496561,G,593423,G,373689,G,503560,G,305291,G,438228,G,448706,G,660340,G,448917,G,513776,G,1184119,G,527297,G,391226,G,1291519,G,477192,G,480086,G,495662,G,280481,G,324344,G,665905,G,467411,G,707364,G,370491,G,288065,G,875428,G,354681,G
Business,"Annual payroll ($1,000)",Other services (except public administration),360188,G,651602,G,372998,G,213909,G,269094,G,247539,G,643142,G,280168,G,353339,G,416251,G,396250,G,447193,G,300196,G,468887,H,125488,G,164949,G,334667,G,464266,G,311416,G,205638,G,677793,G,257448,G,152280,G,841027,G,415520,G,275400,G,321790,G,135500,G,297083,G,452126,G,296656,G,516545,G,313669,G,130555,G,411668,G,1006983,G
Business,"Annual payroll ($1,000)",Industries not classified,1052,H,1358,H,634,G,897,G,451,G,457,G,2811,H,818,G,565,G,2466,H,1632,H,1984,G,591,G,965,G,668,H,589,G,653,G,846,H,924,G,575,G,1281,G,1088,G,1188,G,1069,H,1343,G,1080,G,972,H,332,G,253,G,520,H,944,H,1870,G,569,H,175,G,1716,G,770,G
Business,Total Establishments,Total for all sectors,16826,X,19705,X,20295,X,13577,X,12462,X,13662,X,25275,X,14292,X,12923,X,18916,X,19189,X,17167,X,16571,X,13595,X,12067,X,13370,X,14352,X,16647,X,16598,X,11255,X,26020,X,15120,X,11134,X,27304,X,17165,X,14531,X,15684,X,11122,X,10653,X,13344,X,14671,X,21333,X,12512,X,10620,X,15303,X,12694,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",110,X,6,X,6,X,47,X,20,X,14,X,9,X,47,X,2,X,29,X,60,X,27,X,82,X,20,X,33,X,7,X,30,X,3,X,95,X,2,X,22,X,14,X,43,X,7,X,26,X,26,X,68,X,15,X,1,X,5,X,6,X,11,X,6,X,57,X,8,X,92,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",575,X,206,X,80,X,82,X,99,X,42,X,415,X,248,X,64,X,183,X,1578,X,336,X,791,X,64,X,195,X,13,X,161,X,261,X,610,X,29,X,209,X,133,X,476,X,136,X,151,X,53,X,475,X,216,X,67,X,60,X,42,X,291,X,21,X,199,X,51,X,157,X
Business,Total Establishments,Utilities,120,X,52,X,24,X,99,X,95,X,32,X,81,X,76,X,15,X,50,X,126,X,21,X,109,X,37,X,41,X,15,X,74,X,79,X,132,X,3,X,51,X,30,X,85,X,32,X,78,X,20,X,72,X,43,X,27,X,29,X,38,X,22,X,15,X,51,X,26,X,71,X
Business,Total Establishments,Construction,1241,X,1534,X,1103,X,1247,X,1358,X,1158,X,1062,X,1369,X,630,X,1697,X,1764,X,1400,X,1507,X,946,X,701,X,837,X,1328,X,986,X,1465,X,702,X,1938,X,962,X,918,X,1435,X,1622,X,1038,X,1246,X,782,X,971,X,671,X,1420,X,1176,X,1123,X,589,X,1128,X,963,X
Business,Total Establishments,Manufacturing,670,X,958,X,366,X,603,X,656,X,666,X,477,X,595,X,501,X,714,X,761,X,652,X,600,X,447,X,327,X,444,X,534,X,835,X,519,X,254,X,535,X,375,X,257,X,679,X,575,X,397,X,490,X,211,X,862,X,498,X,454,X,466,X,916,X,300,X,614,X,550,X
Business,Total Establishments,Wholesale trade,851,X,1667,X,1035,X,610,X,677,X,834,X,1525,X,820,X,1100,X,1039,X,1134,X,824,X,930,X,687,X,929,X,955,X,733,X,1613,X,1023,X,389,X,968,X,798,X,538,X,2032,X,634,X,729,X,797,X,688,X,970,X,867,X,504,X,816,X,1389,X,530,X,986,X,577,X
Business,Total Establishments,Retail trade,2652,X,2474,X,2412,X,2254,X,2057,X,2057,X,3001,X,1896,X,1794,X,2649,X,2716,X,2256,X,2460,X,2267,X,2170,X,2165,X,2155,X,1824,X,2463,X,1979,X,2831,X,2257,X,1829,X,2965,X,2154,X,1868,X,2358,X,1779,X,1914,X,1858,X,2250,X,2373,X,2028,X,1818,X,2330,X,1976,X
Business,Total Establishments,Transportation and warehousing,554,X,459,X,264,X,440,X,372,X,468,X,409,X,386,X,270,X,418,X,925,X,538,X,712,X,492,X,609,X,712,X,425,X,902,X,637,X,184,X,410,X,293,X,749,X,1027,X,351,X,399,X,560,X,1464,X,585,X,474,X,283,X,244,X,564,X,468,X,488,X,597,X
Business,Total Establishments,Information,234,X,265,X,402,X,217,X,185,X,189,X,424,X,165,X,173,X,391,X,257,X,248,X,251,X,153,X,138,X,174,X,262,X,237,X,248,X,175,X,531,X,176,X,161,X,782,X,375,X,296,X,210,X,129,X,103,X,318,X,221,X,428,X,116,X,127,X,274,X,142,X
Business,Total Establishments,Finance and insurance,1272,X,1211,X,1584,X,991,X,742,X,889,X,2186,X,995,X,756,X,1216,X,1212,X,1347,X,1143,X,880,X,883,X,884,X,969,X,1005,X,1241,X,933,X,1871,X,922,X,700,X,2332,X,1123,X,945,X,1099,X,714,X,710,X,962,X,989,X,1918,X,672,X,803,X,858,X,821,X
Business,Total Establishments,Real estate and rental and leasing,747,X,1008,X,1049,X,567,X,594,X,648,X,1617,X,732,X,710,X,960,X,946,X,789,X,717,X,685,X,538,X,766,X,697,X,796,X,797,X,561,X,1592,X,746,X,530,X,1491,X,950,X,715,X,804,X,461,X,445,X,706,X,781,X,1389,X,545,X,508,X,738,X,584,X
Business,Total Establishments,"Professional, scientific, and technical services",1602,X,2802,X,3561,X,1066,X,971,X,1316,X,4896,X,1798,X,1442,X,2670,X,1570,X,1963,X,1289,X,1250,X,1032,X,1297,X,1340,X,2371,X,1290,X,1195,X,4553,X,2200,X,800,X,4582,X,2693,X,1979,X,1387,X,766,X,680,X,1761,X,1716,X,3775,X,812,X,810,X,1546,X,1267,X
Business,Total Establishments,Management of companies and enterprises,102,X,203,X,360,X,62,X,48,X,99,X,340,X,115,X,115,X,111,X,102,X,238,X,74,X,66,X,59,X,62,X,88,X,298,X,84,X,90,X,211,X,69,X,49,X,563,X,98,X,173,X,77,X,36,X,78,X,141,X,65,X,187,X,102,X,35,X,134,X,61,X
Business,Total Establishments,Administrative and support and waste management and remediation services,704,X,1110,X,1153,X,581,X,548,X,687,X,1439,X,727,X,708,X,989,X,665,X,858,X,612,X,590,X,435,X,601,X,696,X,859,X,616,X,604,X,1348,X,702,X,414,X,1761,X,813,X,896,X,613,X,407,X,446,X,609,X,692,X,1132,X,658,X,333,X,695,X,544,X
Business,Total Establishments,Educational services,117,X,267,X,367,X,100,X,118,X,160,X,371,X,179,X,155,X,274,X,116,X,175,X,99,X,154,X,118,X,149,X,170,X,151,X,127,X,167,X,408,X,309,X,93,X,418,X,278,X,254,X,147,X,116,X,69,X,134,X,259,X,313,X,101,X,108,X,158,X,118,X
Business,Total Establishments,Health care and social assistance,1978,X,1787,X,3072,X,1654,X,1462,X,1717,X,3041,X,1502,X,2226,X,1884,X,1565,X,2107,X,1666,X,1712,X,1806,X,1597,X,1519,X,1485,X,1781,X,1464,X,3184,X,2277,X,1090,X,2768,X,1895,X,1782,X,1807,X,1328,X,813,X,1572,X,1705,X,3174,X,1043,X,1637,X,1586,X,1449,X
Business,Total Establishments,"Arts, entertainment, and recreation",179,X,251,X,271,X,165,X,143,X,166,X,263,X,179,X,112,X,284,X,234,X,227,X,216,X,194,X,104,X,148,X,190,X,180,X,203,X,123,X,457,X,183,X,146,X,272,X,298,X,255,X,214,X,111,X,59,X,159,X,244,X,253,X,85,X,111,X,232,X,127,X
Business,Total Establishments,Accommodation and food services,1329,X,1780,X,1776,X,1203,X,1078,X,1210,X,1960,X,1183,X,1148,X,1686,X,1513,X,1587,X,1438,X,1397,X,1068,X,1437,X,1425,X,1423,X,1466,X,1361,X,2483,X,1437,X,1267,X,2248,X,1394,X,1430,X,1627,X,983,X,969,X,1243,X,1448,X,1743,X,1122,X,1150,X,1857,X,1215,X
