Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Business,Paid employees for pay period including March 12,Transportation and warehousing,5790,G,10382,G,8577,G,9857,G,39562,H,1957,H,7433,H,7603,G,1186,H,10830,G,5441,G,18684,G,1000,G,12123,H,6190,G,6053,G,8414,G,9001,G,5800,G,9400,H,6889,G,6462,G,4897,G,9721,G,7593,G,11774,G,5818,G
Business,Paid employees for pay period including March 12,Information,3681,G,5513,H,12797,H,4467,H,1171,G,2357,G,5251,G,2531,H,2529,J,53708,G,2389,G,114715,G,1984,G,2958,G,1658,H,3620,H,8373,H,5070,G,2595,G,9142,G,3627,G,4640,G,3345,G,5305,G,10306,G,6477,G,2484,G
Business,Paid employees for pay period including March 12,Finance and insurance,6691,G,5901,G,27155,G,15210,G,1616,H,5948,G,7773,H,3445,H,1703,G,109148,G,3615,G,196024,G,1650,G,3151,H,1329,G,3987,G,18810,G,6136,G,5754,G,19130,G,4480,H,10972,G,5605,G,12557,G,12741,G,27083,G,5709,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2629,G,3396,G,7709,G,4363,G,3055,G,4547,G,6066,G,3405,G,3801,H,22053,G,2527,G,50436,G,5201,H,3761,G,4681,G,6459,G,6845,G,3197,G,2088,G,4732,G,1978,G,2017,G,2647,G,4511,G,5997,G,5488,G,2302,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",16374,G,14023,G,34216,G,23771,G,3365,G,6567,G,10807,G,3482,G,3750,G,96054,G,5563,G,220379,G,2785,G,2814,G,2381,G,5757,G,25345,G,17388,G,5288,G,28005,G,5218,G,9890,G,6676,G,15687,G,22943,G,26974,G,6756,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1309,H,4907,H,17597,G,2250,H,617,H,323,J,1022,H,960,G,183,J,20463,G,467,G,71993,G,1364,G,1473,H,409,G,869,H,15109,G,5106,G,1733,H,4840,H,2544,G,2633,G,3175,G,2872,H,12297,H,8753,G,2439,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,12885,G,16662,G,26250,G,13753,G,8644,G,6564,G,9312,G,6210,H,2138,G,47566,G,5377,G,104186,G,3149,H,5464,G,5235,H,7425,G,20944,G,11039,G,4479,G,16981,G,6098,G,10083,G,7297,G,15240,G,26763,G,26791,G,8367,G
Business,Paid employees for pay period including March 12,Educational services,4674,G,3918,G,12546,G,13710,G,7117,H,4885,G,11064,G,10902,G,6785,G,64752,G,8140,G,71475,H,16408,G,8215,G,8360,H,12398,G,15394,G,9964,G,8469,G,20737,H,5063,G,9648,G,29477,J,15179,H,31500,J,11503,G,4468,H
Business,Paid employees for pay period including March 12,Health care and social assistance,48145,G,38745,G,83297,G,52073,G,28463,G,64629,G,47702,G,37608,G,52182,G,102966,G,54330,G,136728,G,71275,H,35654,G,39149,G,40877,G,71553,G,44129,G,37387,G,65037,G,37425,G,45665,G,40257,G,50892,G,65362,H,66433,G,31867,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",4921,G,3154,G,7508,G,6301,H,3933,H,1485,G,3899,G,2749,G,3872,J,24273,G,2410,H,44653,G,2118,G,2871,G,2392,H,4820,G,7247,G,4800,G,4131,G,7187,G,3265,G,3149,G,3056,G,4556,G,7625,G,4755,G,4992,G
Business,Paid employees for pay period including March 12,Accommodation and food services,23841,G,19167,G,26423,G,28256,G,14889,G,14856,G,23276,G,11480,G,9755,G,81321,G,12509,G,152731,G,10860,G,14195,G,8366,G,15348,G,25514,G,20781,G,20164,G,32703,G,22670,G,28344,G,25100,G,27043,G,28322,G,38630,G,24051,G
Business,Paid employees for pay period including March 12,Other services (except public administration),10372,G,11663,G,18035,G,15968,G,6558,G,10297,G,12309,G,5408,G,7655,G,40511,G,8680,G,77789,G,6769,H,7172,G,4521,G,10827,G,19137,G,10713,G,7133,G,14575,G,7316,G,10103,H,8787,G,11275,G,10886,G,13893,G,10051,G
Business,Paid employees for pay period including March 12,Industries not classified,25,J,18,J,73,J,32,H,16,J,71,H,108,H,34,H,53,J,179,J,15,G,276,H,48,H,26,J,12,J,73,J,55,J,55,J,43,H,36,H,42,J,33,G,78,G,29,J,44,J,27,J,28,H
Business,"Annual payroll ($1,000)",Total for all sectors,12419946,G,11330591,G,23994479,G,12811155,G,6683145,G,6774639,G,8942565,G,5209765,G,4591698,G,73088238,G,5995693,G,170281639,G,7803087,H,6824393,G,5270249,G,8064787,G,22506595,G,10124128,G,6004517,G,15346615,G,6585851,G,8392871,G,8299073,G,11862821,G,15541928,G,15333417,G,8651881,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",5742,G,260,H,5373,H,1061,J,D,D,D,D,D,D,D,D,D,D,0,N,D,D,4529,H,D,D,0,N,0,N,231,H,1985,G,10848,G,18229,G,D,D,22495,G,4843,G,13878,H,1839,H,D,D,D,D,5686,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",8092,H,979,H,6522,J,D,D,D,D,0,N,D,D,0,N,0,N,D,D,0,N,4115,G,0,N,D,D,0,N,1095,H,D,D,10675,H,19224,G,35203,G,24167,G,12811,H,58600,G,8225,H,D,D,7925,H,37309,H
Business,"Annual payroll ($1,000)",Utilities,64886,J,46593,J,310047,J,85519,J,24942,H,D,D,D,D,D,D,2550,H,108457,J,78821,H,799849,J,D,D,265090,J,D,D,D,D,431454,J,152335,H,58336,G,155819,G,80410,H,108834,J,85590,H,511971,H,D,D,145683,G,61510,G
Business,"Annual payroll ($1,000)",Construction,1099233,G,1523447,G,1139903,G,1078185,G,634069,H,740283,G,877443,G,182718,G,147977,G,1250149,G,608492,G,3407752,G,111448,G,1109554,G,382930,G,1149071,G,1276127,G,579347,G,501774,G,935195,G,473724,G,408778,G,421597,G,675149,G,736962,G,664586,G,708558,G
Business,"Annual payroll ($1,000)",Manufacturing,1171894,G,1523174,G,834483,G,459787,G,134238,G,198856,G,399000,G,198596,G,43008,G,451320,G,75561,G,1070107,G,16939,G,270512,G,216261,G,349952,G,1105738,G,795879,G,691579,G,1590342,G,1072786,G,1514831,G,1739517,G,1782044,G,2093996,G,1810993,G,2081505,G
Business,"Annual payroll ($1,000)",Wholesale trade,919127,G,1342538,G,1918445,G,625956,G,202003,G,228878,G,590825,G,216609,G,87328,G,1988640,G,172239,G,6853894,G,40398,H,506333,G,649911,G,319905,G,2453730,H,682880,G,279137,G,838565,G,264636,G,389171,G,281860,G,868543,G,1023642,G,1132768,G,559897,G
Business,"Annual payroll ($1,000)",Retail trade,1238909,G,974153,G,1392419,G,1217871,G,481949,G,652272,G,653451,G,525153,G,419347,G,2280904,G,638981,G,3992665,G,353989,G,493447,G,382754,G,836062,G,1198024,G,1052045,G,779848,G,1192695,G,921536,G,827174,G,812443,G,976665,G,1005860,G,998496,G,927336,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,232500,G,435612,G,398351,G,498383,G,2293888,G,58436,G,281485,G,302738,G,33389,G,557367,G,316445,G,1084270,H,31499,G,619400,H,229808,G,257579,H,415613,H,369329,G,210623,G,366886,H,254772,G,248154,G,217594,G,404719,G,287766,G,523001,G,224246,G
Business,"Annual payroll ($1,000)",Information,231110,G,485638,H,1371768,J,355640,H,98709,G,127678,G,386393,G,205287,J,142639,H,7942765,G,142631,G,14467202,G,117388,G,206109,G,109914,J,272324,H,695102,H,288916,G,116149,G,697573,G,146483,G,185143,G,160466,G,331243,G,678858,G,368517,G,115344,G
Business,"Annual payroll ($1,000)",Finance and insurance,1875882,J,436101,G,2537040,G,1432940,G,89956,H,438521,G,909459,J,278545,H,111757,H,28145385,G,241068,G,61289349,G,78181,G,197586,H,52032,G,484154,H,3061685,H,394504,G,321568,G,1462965,G,226958,H,751070,G,299977,G,862785,G,1038210,G,1751311,H,287357,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,137707,G,167468,G,480362,G,271176,G,134147,G,206156,G,247381,G,166889,G,129945,G,1527228,G,102803,G,4529191,G,190600,G,175635,G,156684,G,304213,G,393629,G,155177,G,67275,G,190533,G,64355,G,67063,G,90295,G,193716,G,251533,G,211432,G,81318,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1085063,G,773457,G,2870234,G,1449662,G,131941,G,302321,G,816025,G,171087,G,195189,G,9546507,G,267024,G,27790180,G,147625,G,127627,G,101376,G,397828,G,2170816,G,1401063,H,250513,G,2010141,G,231199,G,504331,G,333679,G,958716,G,1433680,G,1690944,G,343104,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,94994,G,342107,H,2183681,G,215181,H,41082,G,32508,H,63497,H,123931,H,3948,J,2676005,G,27008,G,12386027,G,85014,G,143419,G,25536,H,162920,H,2198117,G,624665,G,107771,H,347478,H,137855,G,241068,G,480050,H,216422,H,1053776,H,609852,G,697976,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,542891,G,633122,G,1282901,G,575919,G,255121,G,342134,H,276320,G,209767,H,69411,G,3221846,G,196326,G,5748796,G,108530,H,174972,G,166425,G,321034,G,860647,G,387448,G,148591,G,566778,G,187416,G,329600,G,240384,G,478409,G,955317,G,843107,G,299998,G
Business,"Annual payroll ($1,000)",Educational services,126850,G,121564,H,453140,G,510024,G,256830,H,157580,G,354835,G,393114,G,246710,G,3270642,H,251018,G,3821011,H,1279557,H,367615,H,326758,H,497190,G,539900,G,275547,G,268538,H,799647,G,147188,G,215114,H,878506,J,474135,H,1335041,J,310468,G,101071,G
Business,"Annual payroll ($1,000)",Health care and social assistance,2534684,G,1759688,G,5401616,H,2790927,G,1190577,G,2614886,G,1920162,H,1435548,G,2493720,G,4082423,G,2405251,G,10155081,G,4758662,J,1468909,G,1763813,G,1766107,G,4093543,G,2135008,G,1498634,G,2882237,G,1633063,G,1831297,G,1522063,G,2302734,G,2645576,H,3075557,G,1191661,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",188497,G,63205,G,279738,G,218097,H,179926,H,29280,G,160800,G,192563,H,108209,H,1416736,G,50088,G,3014975,G,56457,G,167814,H,385464,J,185921,G,354301,H,115742,G,125440,G,145404,G,74797,G,68623,G,70023,G,72674,G,119932,G,174140,H,338183,J
Business,"Annual payroll ($1,000)",Accommodation and food services,558523,G,355014,G,562875,G,561273,G,344159,G,269675,G,532568,G,225268,G,179533,G,2600758,G,217006,G,5464060,G,214137,G,307014,G,147710,G,317679,G,580636,G,373538,G,374810,G,590158,G,436832,G,467072,H,402924,G,430477,G,447892,G,644282,G,359231,G
Business,"Annual payroll ($1,000)",Other services (except public administration),302435,G,346025,G,563650,G,460939,G,188766,G,285095,G,346170,G,157811,G,175863,G,2002093,G,204485,G,4385857,G,210162,G,221657,G,127417,G,347208,G,667858,G,318355,G,165497,G,534184,G,184052,G,217511,G,187610,G,311646,G,322072,G,368390,G,230159,G
Business,"Annual payroll ($1,000)",Industries not classified,927,G,446,H,1931,G,1233,G,442,G,1116,G,3027,G,658,G,1159,G,6084,G,441,G,12729,G,914,H,725,H,252,G,2514,G,1962,G,827,G,981,G,1155,G,1127,G,383,G,2017,G,709,G,1337,G,1429,G,432,H
Business,Total Establishments,Total for all sectors,22822,X,20540,X,29632,X,24473,X,11068,X,18350,X,21862,X,11264,X,12596,X,40406,X,15997,X,70774,X,9888,X,12245,X,9084,X,16203,X,26008,X,19098,X,16708,X,18924,X,15497,X,14289,X,14618,X,16534,X,16990,X,17605,X,16050,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",58,X,7,X,23,X,4,X,1,X,2,X,1,X,1,X,1,X,0,X,1,X,6,X,1,X,0,X,0,X,5,X,15,X,79,X,96,X,9,X,117,X,42,X,46,X,20,X,9,X,2,X,45,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",10,X,5,X,4,X,3,X,1,X,0,X,1,X,0,X,0,X,3,X,0,X,12,X,0,X,1,X,0,X,3,X,6,X,10,X,44,X,10,X,37,X,24,X,68,X,14,X,5,X,7,X,39,X
Business,Total Establishments,Utilities,35,X,11,X,30,X,21,X,9,X,4,X,13,X,13,X,4,X,15,X,9,X,30,X,3,X,8,X,2,X,6,X,32,X,33,X,32,X,26,X,67,X,24,X,44,X,37,X,18,X,19,X,38,X
Business,Total Establishments,Construction,3807,X,2909,X,2634,X,2291,X,1074,X,1824,X,1585,X,765,X,696,X,1416,X,1805,X,2274,X,315,X,1503,X,445,X,1784,X,2695,X,2412,X,2257,X,1786,X,1741,X,1524,X,1337,X,1783,X,1479,X,1249,X,2070,X
Business,Total Establishments,Manufacturing,582,X,1240,X,534,X,547,X,170,X,309,X,938,X,254,X,190,X,1124,X,236,X,1557,X,70,X,318,X,209,X,358,X,495,X,515,X,602,X,528,X,592,X,663,X,786,X,714,X,834,X,722,X,875,X
Business,Total Establishments,Wholesale trade,1042,X,1656,X,2389,X,1386,X,456,X,1317,X,1746,X,566,X,412,X,2531,X,787,X,6855,X,146,X,658,X,495,X,607,X,1361,X,897,X,496,X,842,X,458,X,590,X,517,X,869,X,934,X,887,X,739,X
Business,Total Establishments,Retail trade,3272,X,2794,X,3302,X,3267,X,2126,X,2677,X,4162,X,2297,X,2465,X,4954,X,2604,X,6785,X,2148,X,2287,X,2430,X,2355,X,3037,X,2801,X,2597,X,2692,X,2869,X,2355,X,2606,X,2445,X,2323,X,2656,X,2522,X
Business,Total Establishments,Transportation and warehousing,455,X,658,X,577,X,671,X,1136,X,569,X,465,X,381,X,312,X,570,X,577,X,695,X,128,X,429,X,269,X,314,X,475,X,481,X,421,X,385,X,426,X,343,X,356,X,424,X,348,X,503,X,436,X
Business,Total Establishments,Information,294,X,245,X,467,X,313,X,111,X,181,X,484,X,199,X,240,X,1736,X,172,X,2837,X,160,X,137,X,98,X,238,X,547,X,340,X,353,X,360,X,276,X,243,X,304,X,268,X,318,X,277,X,217,X
Business,Total Establishments,Finance and insurance,951,X,820,X,1953,X,1358,X,309,X,592,X,538,X,272,X,306,X,2078,X,620,X,5340,X,286,X,357,X,217,X,658,X,1517,X,885,X,693,X,1179,X,674,X,691,X,677,X,908,X,1014,X,984,X,705,X
Business,Total Establishments,Real estate and rental and leasing,794,X,635,X,1799,X,1071,X,515,X,1229,X,1567,X,692,X,1364,X,3908,X,843,X,5917,X,1624,X,887,X,1189,X,1403,X,1325,X,777,X,638,X,797,X,546,X,474,X,500,X,752,X,842,X,693,X,495,X
Business,Total Establishments,"Professional, scientific, and technical services",2365,X,2055,X,4704,X,3671,X,609,X,1724,X,2060,X,883,X,1109,X,6869,X,1536,X,11672,X,489,X,703,X,268,X,1521,X,3786,X,2081,X,1424,X,2246,X,951,X,1072,X,1026,X,1463,X,1949,X,1766,X,1268,X
Business,Total Establishments,Management of companies and enterprises,57,X,78,X,164,X,64,X,30,X,20,X,36,X,26,X,8,X,243,X,31,X,846,X,21,X,27,X,16,X,39,X,208,X,94,X,45,X,123,X,65,X,84,X,60,X,103,X,127,X,200,X,85,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1764,X,1377,X,1765,X,1503,X,469,X,743,X,629,X,351,X,340,X,1501,X,664,X,3264,X,249,X,395,X,204,X,822,X,1736,X,1182,X,871,X,991,X,635,X,647,X,642,X,879,X,974,X,1223,X,966,X
Business,Total Establishments,Educational services,274,X,273,X,498,X,333,X,144,X,366,X,319,X,226,X,271,X,805,X,292,X,953,X,209,X,168,X,146,X,292,X,495,X,300,X,212,X,279,X,124,X,124,X,126,X,203,X,293,X,236,X,183,X
Business,Total Establishments,Health care and social assistance,2385,X,1888,X,3440,X,2921,X,1399,X,2505,X,1725,X,1605,X,1909,X,2904,X,2372,X,5315,X,1264,X,1224,X,1085,X,1949,X,2947,X,2028,X,1710,X,2239,X,1866,X,1652,X,1572,X,1777,X,1894,X,2141,X,1630,X
Business,Total Establishments,"Arts, entertainment, and recreation",462,X,277,X,589,X,369,X,116,X,137,X,453,X,217,X,206,X,1727,X,196,X,2896,X,189,X,134,X,40,X,295,X,517,X,424,X,528,X,344,X,435,X,328,X,317,X,346,X,304,X,255,X,374,X
Business,Total Establishments,Accommodation and food services,1998,X,1482,X,1936,X,1968,X,1080,X,1751,X,2740,X,1194,X,1221,X,3730,X,1435,X,6114,X,1209,X,1458,X,908,X,1434,X,2147,X,1787,X,1987,X,2084,X,2081,X,1714,X,1829,X,1738,X,1659,X,1923,X,1561,X
Business,Total Establishments,Other services (except public administration),2194,X,2110,X,2749,X,2672,X,1296,X,2359,X,2330,X,1285,X,1492,X,4131,X,1794,X,7153,X,1339,X,1524,X,1048,X,2048,X,2607,X,1936,X,1664,X,1965,X,1500,X,1668,X,1755,X,1763,X,1629,X,1836,X,1768,X
Business,Total Establishments,Industries not classified,23,X,20,X,75,X,40,X,17,X,41,X,70,X,37,X,50,X,161,X,23,X,253,X,38,X,27,X,15,X,72,X,60,X,36,X,38,X,39,X,37,X,27,X,50,X,28,X,37,X,26,X,34,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
